-34810,-69615.6500
-34809,-69612.4040
-34808,-69611.2680
-34807,-69609.3300
-34806,-69607.9220
-34805,-69605.4180
-34804,-69602.5160
-34803,-69601.8080
-34802,-69599.6880
-34801,-69597.3160
-34800,-69594.0520
-34799,-69592.6580
-34798,-69591.8220
-34797,-69589.8500
-34796,-69586.3140
-34795,-69585.5800
-34794,-69582.2760
-34793,-69581.1740
-34792,-69579.4480
-34791,-69576.8740
-34790,-69574.9040
-34789,-69573.5180
-34788,-69570.9060
-34787,-69568.7640
-34786,-69567.3940
-34785,-69564.1720
-34784,-69563.4640
-34783,-69560.2180
-34782,-69558.7700
-34781,-69557.5140
-34780,-69555.5440
-34779,-69552.5220
-34778,-69551.7320
-34777,-69549.3120
-34776,-69546.3380
-34775,-69544.0740
-34774,-69543.0160
-34773,-69541.2780
-34772,-69539.0260
-34771,-69536.5240
-34770,-69535.2340
-34769,-69532.7100
-34768,-69530.7640
-34767,-69528.9180
-34766,-69527.8160
-34765,-69525.8580
-34764,-69523.6780
-34763,-69520.0240
-34762,-69519.6440
-34761,-69516.0720
-34760,-69515.9020
-34759,-69512.4420
-34758,-69510.8760
-34757,-69509.6260
-34756,-69507.4860
-34755,-69505.3080
-34754,-69502.5060
-34753,-69501.2440
-34752,-69498.2380
-34751,-69496.0440
-34750,-69495.4320
-34749,-69493.0580
-34748,-69490.6280
-34747,-69489.8160
-34746,-69487.7200
-34745,-69485.7100
-34744,-69482.3960
-34743,-69480.9140
-34742,-69479.4800
-34741,-69476.3600
-34740,-69474.5280
-34739,-69473.1920
-34738,-69470.7880
-34737,-69469.9120
-34736,-69467.1000
-34735,-69465.3480
-34734,-69462.3460
-34733,-69461.3740
-34732,-69459.5140
-34731,-69457.7680
-34730,-69454.0860
-34729,-69453.5520
-34728,-69450.9320
-34727,-69448.3380
-34726,-69446.4340
-34725,-69445.6240
-34724,-69443.9720
-34723,-69440.8380
-34722,-69439.2460
-34721,-69436.6480
-34720,-69434.9440
-34719,-69433.7660
-34718,-69430.8080
-34717,-69428.0380
-34716,-69427.2480
-34715,-69425.9280
-34714,-69422.2800
-34713,-69420.1300
-34712,-69418.0400
-34711,-69416.1980
-34710,-69414.8740
-34709,-69413.5600
-34708,-69411.7000
-34707,-69408.9180
-34706,-69407.2140
-34705,-69404.7460
-34704,-69403.2200
-34703,-69400.3380
-34702,-69399.9440
-34701,-69396.5660
-34700,-69394.6540
-34699,-69392.2560
-34698,-69391.8540
-34697,-69389.4240
-34696,-69387.7400
-34695,-69384.2820
-34694,-69383.2240
-34693,-69380.3060
-34692,-69379.5880
-34691,-69377.3480
-34690,-69375.7100
-34689,-69372.7140
-34688,-69371.2900
-34687,-69369.1220
-34686,-69366.1480
-34685,-69364.3120
-34684,-69362.3320
-34683,-69360.2700
-34682,-69359.0980
-34681,-69356.0180
-34680,-69354.5720
-34679,-69352.3780
-34678,-69350.1680
-34677,-69348.2700
-34676,-69346.4100
-34675,-69344.4960
-34674,-69343.1260
-34673,-69340.6080
-34672,-69338.2380
-34671,-69337.6400
-34670,-69335.4320
-34669,-69332.6720
-34668,-69330.4760
-34667,-69328.8920
-34666,-69326.1760
-34665,-69325.6340
-34664,-69322.6820
-34663,-69320.5480
-34662,-69319.8220
-34661,-69317.9220
-34660,-69314.7740
-34659,-69312.1420
-34658,-69311.4620
-34657,-69308.4140
-34656,-69307.5180
-34655,-69304.6400
-34654,-69303.4240
-34653,-69301.9900
-34652,-69298.2760
-34651,-69297.5580
-34650,-69295.2320
-34649,-69293.6540
-34648,-69291.1740
-34647,-69289.7220
-34646,-69287.1980
-34645,-69285.4000
-34644,-69282.9840
-34643,-69280.5260
-34642,-69279.2880
-34641,-69277.1300
-34640,-69274.3680
-34639,-69272.4340
-34638,-69270.1600
-34637,-69268.3060
-34636,-69267.9760
-34635,-69265.0380
-34634,-69263.0580
-34633,-69260.9660
-34632,-69258.9120
-34631,-69256.5980
-34630,-69254.7380
-34629,-69253.1160
-34628,-69251.7000
-34627,-69249.9020
-34626,-69246.7660
-34625,-69244.9920
-34624,-69242.5900
-34623,-69240.7320
-34622,-69238.8160
-34621,-69237.9900
-34620,-69235.8800
-34619,-69232.1960
-34618,-69231.4860
-34617,-69229.8960
-34616,-69226.6420
-34615,-69225.0560
-34614,-69222.6660
-34613,-69221.2980
-34612,-69219.5600
-34611,-69216.2580
-34610,-69215.3440
-34609,-69212.4780
-34608,-69211.4660
-34607,-69208.7600
-34606,-69207.3320
-34605,-69204.2560
-34604,-69203.3900
-34603,-69200.6580
-34602,-69199.9120
-34601,-69196.3060
-34600,-69195.8300
-34599,-69192.2380
-34598,-69191.9740
-34597,-69189.6600
-34596,-69186.1260
-34595,-69184.4300
-34594,-69182.3760
-34593,-69180.1900
-34592,-69178.1920
-34591,-69176.7420
-34590,-69175.3760
-34589,-69172.2400
-34588,-69170.5460
-34587,-69168.5200
-34586,-69166.8540
-34585,-69165.9260
-34584,-69162.8600
-34583,-69160.4420
-34582,-69159.7240
-34581,-69156.7100
-34580,-69154.7780
-34579,-69152.0580
-34578,-69150.2580
-34577,-69149.8660
-34576,-69147.0180
-34575,-69144.5380
-34574,-69143.2380
-34573,-69141.6640
-34572,-69139.7960
-34571,-69137.8160
-34570,-69134.1780
-34569,-69133.6640
-34568,-69131.4840
-34567,-69129.0540
-34566,-69127.1120
-34565,-69125.6840
-34564,-69122.7300
-34563,-69120.8780
-34562,-69118.3440
-34561,-69116.0780
-34560,-69115.8000
-34559,-69113.7940
-34558,-69111.5240
-34557,-69108.6440
-34556,-69106.8900
-34555,-69105.3360
-34554,-69102.3960
-34553,-69101.9020
-34552,-69099.6280
-34551,-69096.1460
-34550,-69094.6680
-34549,-69092.5040
-34548,-69091.5600
-34547,-69089.4580
-34546,-69087.3820
-34545,-69084.1320
-34544,-69083.2120
-34543,-69081.8860
-34542,-69079.4600
-34541,-69077.0580
-34540,-69075.1040
-34539,-69072.8780
-34538,-69071.9240
-34537,-69068.2760
-34536,-69067.4540
-34535,-69064.5500
-34534,-69063.0300
-34533,-69061.5180
-34532,-69059.7580
-34531,-69056.5680
-34530,-69054.6180
-34529,-69053.8380
-34528,-69050.8420
-34527,-69049.0260
-34526,-69046.8000
-34525,-69045.3740
-34524,-69042.6200
-34523,-69040.7100
-34522,-69039.7040
-34521,-69036.7580
-34520,-69034.1440
-34519,-69032.7760
-34518,-69030.7200
-34517,-69029.3920
-34516,-69027.0820
-34515,-69024.8540
-34514,-69022.8920
-34513,-69021.7480
-34512,-69018.1240
-34511,-69016.6940
-34510,-69014.8840
-34509,-69012.3420
-34508,-69010.0240
-34507,-69008.0660
-34506,-69007.8660
-34505,-69004.3320
-34504,-69002.9180
-34503,-69000.6160
-34502,-68999.9020
-34501,-68997.2800
-34500,-68995.3020
-34499,-68992.8640
-34498,-68991.8360
-34497,-68988.2420
-34496,-68987.8660
-34495,-68984.9000
-34494,-68983.4480
-34493,-68980.3140
-34492,-68979.6020
-34491,-68976.2820
-34490,-68975.3320
-34489,-68973.7000
-34488,-68971.4620
-34487,-68968.9540
-34486,-68966.0480
-34485,-68964.8880
-34484,-68962.3260
-34483,-68961.8020
-34482,-68958.5280
-34481,-68957.9840
-34480,-68954.6400
-34479,-68953.1300
-34478,-68951.1760
-34477,-68948.6180
-34476,-68947.8680
-34475,-68944.7680
-34474,-68943.7740
-34473,-68941.3040
-34472,-68938.0660
-34471,-68936.8340
-34470,-68935.5840
-34469,-68933.3000
-34468,-68930.8380
-34467,-68929.2420
-34466,-68927.0660
-34465,-68925.9220
-34464,-68923.4600
-34463,-68920.2580
-34462,-68918.9660
-34461,-68917.7480
-34460,-68915.0520
-34459,-68912.8380
-34458,-68911.7420
-34457,-68908.5060
-34456,-68907.3120
-34455,-68905.8620
-34454,-68902.3960
-34453,-68901.4880
-34452,-68899.8300
-34451,-68896.2900
-34450,-68894.5280
-34449,-68892.2840
-34448,-68890.7520
-34447,-68889.8940
-34446,-68887.9100
-34445,-68884.1780
-34444,-68883.9780
-34443,-68880.3600
-34442,-68879.6920
-34441,-68876.5520
-34440,-68875.4120
-34439,-68872.1100
-34438,-68870.0580
-34437,-68869.5080
-34436,-68866.0100
-34435,-68865.4780
-34434,-68862.5900
-34433,-68860.9440
-34432,-68859.0380
-34431,-68856.2320
-34430,-68854.4160
-34429,-68853.3380
-34428,-68850.5160
-34427,-68849.7980
-34426,-68846.9940
-34425,-68844.4960
-34424,-68843.7120
-34423,-68840.6780
-34422,-68838.7620
-34421,-68836.9180
-34420,-68834.6040
-34419,-68832.8220
-34418,-68831.7400
-34417,-68829.4840
-34416,-68827.1060
-34415,-68825.1820
-34414,-68822.2680
-34413,-68821.1460
-34412,-68819.2740
-34411,-68816.8100
-34410,-68814.1360
-34409,-68812.3320
-34408,-68810.5920
-34407,-68808.6700
-34406,-68807.5380
-34405,-68805.2260
-34404,-68803.6040
-34403,-68800.6260
-34402,-68799.2300
-34401,-68796.3840
-34400,-68795.5180
-34399,-68792.9300
-34398,-68790.0360
-34397,-68789.4280
-34396,-68787.2760
-34395,-68785.6100
-34394,-68783.3240
-34393,-68780.3220
-34392,-68778.9440
-34391,-68776.7260
-34390,-68775.6580
-34389,-68773.7000
-34388,-68770.5460
-34387,-68768.1980
-34386,-68767.5180
-34385,-68764.3400
-34384,-68762.8900
-34383,-68760.7520
-34382,-68759.2620
-34381,-68756.4460
-34380,-68755.8840
-34379,-68753.2380
-34378,-68750.1100
-34377,-68748.5840
-34376,-68746.0020
-34375,-68745.1720
-34374,-68742.0200
-34373,-68741.0840
-34372,-68738.1800
-34371,-68737.1320
-34370,-68735.3900
-34369,-68732.8280
-34368,-68730.4180
-34367,-68729.5080
-34366,-68726.8080
-34365,-68725.4220
-34364,-68722.5640
-34363,-68720.0760
-34362,-68718.2560
-34361,-68716.0800
-34360,-68715.8580
-34359,-68713.1120
-34358,-68711.5160
-34357,-68709.0260
-34356,-68707.2300
-34355,-68705.0420
-34354,-68702.4480
-34353,-68701.7600
-34352,-68699.3660
-34351,-68697.5840
-34350,-68694.8740
-34349,-68692.1800
-34348,-68691.9780
-34347,-68688.6860
-34346,-68687.2400
-34345,-68685.5420
-34344,-68682.6100
-34343,-68681.8640
-34342,-68679.3580
-34341,-68676.6580
-34340,-68674.8040
-34339,-68672.5820
-34338,-68671.0540
-34337,-68668.4500
-34336,-68666.7440
-34335,-68664.0280
-34334,-68662.5940
-34333,-68661.5020
-34332,-68658.7000
-34331,-68657.2100
-34330,-68654.0200
-34329,-68653.9060
-34328,-68651.9860
-34327,-68648.9440
-34326,-68646.7380
-34325,-68645.8160
-34324,-68642.4460
-34323,-68640.3820
-34322,-68638.1820
-34321,-68636.2180
-34320,-68634.2220
-34319,-68633.5540
-34318,-68631.9940
-34317,-68628.0060
-34316,-68627.8020
-34315,-68624.2380
-34314,-68622.4540
-34313,-68620.4620
-34312,-68618.7060
-34311,-68617.5700
-34310,-68614.2300
-34309,-68613.9080
-34308,-68611.0040
-34307,-68608.6360
-34306,-68607.7880
-34305,-68604.4520
-34304,-68602.6760
-34303,-68600.1160
-34302,-68598.8160
-34301,-68596.9460
-34300,-68594.4320
-34299,-68593.6740
-34298,-68590.5940
-34297,-68588.1840
-34296,-68586.2160
-34295,-68585.8060
-34294,-68583.4080
-34293,-68580.7800
-34292,-68578.9180
-34291,-68576.9360
-34290,-68575.3260
-34289,-68572.8640
-34288,-68570.4000
-34287,-68568.4780
-34286,-68566.1320
-34285,-68564.2340
-34284,-68562.6820
-34283,-68560.2520
-34282,-68558.9100
-34281,-68556.2940
-34280,-68555.0560
-34279,-68552.6800
-34278,-68551.8200
-34277,-68549.0360
-34276,-68547.6320
-34275,-68544.0080
-34274,-68542.5880
-34273,-68541.1140
-34272,-68538.6380
-34271,-68537.3340
-34270,-68535.9420
-34269,-68533.0160
-34268,-68531.6640
-34267,-68528.1340
-34266,-68527.9520
-34265,-68524.6020
-34264,-68522.7380
-34263,-68520.9100
-34262,-68518.5040
-34261,-68516.8760
-34260,-68515.7840
-34259,-68513.1260
-34258,-68510.0440
-34257,-68509.4100
-34256,-68506.4960
-34255,-68504.9740
-34254,-68502.3200
-34253,-68500.7040
-34252,-68498.1240
-34251,-68497.7800
-34250,-68495.3520
-34249,-68493.0540
-34248,-68491.3980
-34247,-68488.1640
-34246,-68486.2820
-34245,-68485.5220
-34244,-68482.2200
-34243,-68480.6300
-34242,-68478.2720
-34241,-68476.8860
-34240,-68475.4380
-34239,-68473.9820
-34238,-68471.2260
-34237,-68469.1000
-34236,-68466.2860
-34235,-68465.8180
-34234,-68462.9040
-34233,-68460.9040
-34232,-68458.4780
-34231,-68456.8460
-34230,-68455.1260
-34229,-68452.6860
-34228,-68451.6800
-34227,-68449.8620
-34226,-68447.9980
-34225,-68445.7920
-34224,-68443.6500
-34223,-68441.1000
-34222,-68439.0080
-34221,-68437.2620
-34220,-68435.6180
-34219,-68432.3640
-34218,-68430.9180
-34217,-68429.7800
-34216,-68426.6320
-34215,-68425.5040
-34214,-68422.6640
-34213,-68421.0920
-34212,-68418.0840
-34211,-68416.3260
-34210,-68414.6360
-34209,-68412.7200
-34208,-68411.6420
-34207,-68408.0680
-34206,-68406.9700
-34205,-68404.1700
-34204,-68403.7720
-34203,-68400.0520
-34202,-68398.9080
-34201,-68396.4660
-34200,-68394.4540
-34199,-68393.8780
-34198,-68390.8560
-34197,-68388.2520
-34196,-68386.3760
-34195,-68384.3640
-34194,-68382.7280
-34193,-68380.8620
-34192,-68378.7620
-34191,-68376.2040
-34190,-68374.2640
-34189,-68373.5240
-34188,-68370.0060
-34187,-68368.5200
-34186,-68366.7980
-34185,-68365.3260
-34184,-68362.3900
-34183,-68360.1420
-34182,-68358.0740
-34181,-68357.5000
-34180,-68354.8360
-34179,-68352.2800
-34178,-68350.7140
-34177,-68348.4520
-34176,-68347.3920
-34175,-68345.0400
-34174,-68342.5300
-34173,-68340.7560
-34172,-68339.6940
-34171,-68337.4260
-34170,-68335.0660
-34169,-68332.7620
-34168,-68330.1480
-34167,-68329.1760
-34166,-68326.8740
-34165,-68325.5000
-34164,-68323.4080
-34163,-68320.3800
-34162,-68319.7500
-34161,-68316.6160
-34160,-68314.1740
-34159,-68313.9100
-34158,-68310.2320
-34157,-68309.1920
-34156,-68307.4460
-34155,-68304.5980
-34154,-68303.2620
-34153,-68301.9880
-34152,-68298.1740
-34151,-68297.5200
-34150,-68295.8200
-34149,-68293.1760
-34148,-68291.2380
-34147,-68288.6740
-34146,-68286.6880
-34145,-68285.0560
-34144,-68283.8400
-34143,-68280.0920
-34142,-68278.6720
-34141,-68277.6240
-34140,-68275.2320
-34139,-68273.7160
-34138,-68271.9900
-34137,-68268.1240
-34136,-68266.4800
-34135,-68265.3620
-34134,-68263.9160
-34133,-68260.7680
-34132,-68258.1700
-34131,-68256.9480
-34130,-68255.6140
-34129,-68253.2340
-34128,-68251.1000
-34127,-68248.6820
-34126,-68247.7280
-34125,-68245.8180
-34124,-68243.5740
-34123,-68241.4060
-34122,-68238.4340
-34121,-68236.3960
-34120,-68235.7640
-34119,-68233.4920
-34118,-68230.6300
-34117,-68228.6860
-34116,-68227.4720
-34115,-68225.9580
-34114,-68223.6000
-34113,-68221.6880
-34112,-68218.2020
-34111,-68217.7260
-34110,-68215.5360
-34109,-68212.0060
-34108,-68210.6240
-34107,-68208.8140
-34106,-68207.4380
-34105,-68204.2300
-34104,-68203.9680
-34103,-68200.1800
-34102,-68198.3220
-34101,-68196.4760
-34100,-68194.3440
-34099,-68193.2540
-34098,-68191.7500
-34097,-68188.2540
-34096,-68186.1480
-34095,-68184.5040
-34094,-68183.3340
-34093,-68180.8660
-34092,-68178.6320
-34091,-68177.5300
-34090,-68174.4460
-34089,-68173.6380
-34088,-68171.9440
-34087,-68168.7300
-34086,-68167.9380
-34085,-68164.4260
-34084,-68163.9320
-34083,-68160.6940
-34082,-68159.6100
-34081,-68156.5900
-34080,-68154.3280
-34079,-68153.8980
-34078,-68151.5080
-34077,-68148.8900
-34076,-68146.7740
-34075,-68144.0580
-34074,-68142.9540
-34073,-68140.8660
-34072,-68139.3820
-34071,-68137.3520
-34070,-68134.9160
-34069,-68133.4900
-34068,-68131.6000
-34067,-68128.3980
-34066,-68126.2400
-34065,-68125.5200
-34064,-68123.3980
-34063,-68121.3880
-34062,-68119.8240
-34061,-68117.6060
-34060,-68115.1900
-34059,-68113.0640
-34058,-68110.9020
-34057,-68108.2360
-34056,-68107.9660
-34055,-68105.7960
-34054,-68102.5480
-34053,-68100.6440
-34052,-68098.0960
-34051,-68097.0640
-34050,-68095.3720
-34049,-68092.4740
-34048,-68091.9360
-34047,-68089.2560
-34046,-68086.1260
-34045,-68084.4220
-34044,-68082.5720
-34043,-68081.2860
-34042,-68079.3140
-34041,-68077.3760
-34040,-68074.5420
-34039,-68073.7280
-34038,-68070.6300
-34037,-68069.7720
-34036,-68066.4000
-34035,-68065.5860
-34034,-68063.3660
-34033,-68060.5280
-34032,-68059.0720
-34031,-68056.4720
-34030,-68055.9360
-34029,-68052.8180
-34028,-68050.4680
-34027,-68049.1540
-34026,-68046.4540
-34025,-68045.2440
-34024,-68042.1860
-34023,-68041.9320
-34022,-68039.6640
-34021,-68037.3200
-34020,-68035.8460
-34019,-68033.0340
-34018,-68031.6640
-34017,-68029.8580
-34016,-68027.2520
-34015,-68024.5500
-34014,-68023.9320
-34013,-68020.1540
-34012,-68018.8960
-34011,-68016.1140
-34010,-68015.6140
-34009,-68012.8280
-34008,-68011.3540
-34007,-68009.1540
-34006,-68007.0920
-34005,-68004.5080
-34004,-68002.3980
-34003,-68001.1820
-34002,-67999.8320
-34001,-67997.1840
-34000,-67995.1440
-33999,-67993.9220
-33998,-67991.6400
-33997,-67989.7500
-33996,-67987.9740
-33995,-67985.7580
-33994,-67983.3640
-33993,-67980.1280
-33992,-67978.1620
-33991,-67977.2540
-33990,-67974.5320
-33989,-67972.1400
-33988,-67971.3260
-33987,-67969.8520
-33986,-67967.4680
-33985,-67964.0840
-33984,-67962.8940
-33983,-67960.8020
-33982,-67958.0900
-33981,-67957.4820
-33980,-67954.3400
-33979,-67952.7060
-33978,-67950.5120
-33977,-67949.1540
-33976,-67946.8120
-33975,-67945.3920
-33974,-67942.2640
-33973,-67940.2680
-33972,-67939.9860
-33971,-67937.9780
-33970,-67934.0320
-33969,-67932.0480
-33968,-67930.6620
-33967,-67928.2040
-33966,-67926.5560
-33965,-67924.6880
-33964,-67923.7980
-33963,-67920.6920
-33962,-67918.7640
-33961,-67916.0080
-33960,-67915.9040
-33959,-67913.2380
-33958,-67911.4100
-33957,-67908.6840
-33956,-67906.8480
-33955,-67905.6480
-33954,-67902.4100
-33953,-67901.1600
-33952,-67898.6640
-33951,-67897.5860
-33950,-67895.0380
-33949,-67892.1940
-33948,-67890.9160
-33947,-67889.7700
-33946,-67887.4700
-33945,-67884.1440
-33944,-67882.5900
-33943,-67881.9940
-33942,-67879.2040
-33941,-67877.9420
-33940,-67874.4500
-33939,-67873.8760
-33938,-67871.4240
-33937,-67868.4560
-33936,-67867.8860
-33935,-67865.3280
-33934,-67862.2860
-33933,-67861.6180
-33932,-67859.7260
-33931,-67856.2280
-33930,-67855.0400
-33929,-67853.2560
-33928,-67850.8540
-33927,-67848.1180
-33926,-67846.4700
-33925,-67845.3760
-33924,-67842.8540
-33923,-67841.1120
-33922,-67839.4380
-33921,-67836.7220
-33920,-67834.0560
-33919,-67832.6400
-33918,-67831.0180
-33917,-67828.4160
-33916,-67827.3540
-33915,-67825.7180
-33914,-67822.0600
-33913,-67821.0300
-33912,-67818.4940
-33911,-67817.3960
-33910,-67814.8320
-33909,-67813.1240
-33908,-67811.5060
-33907,-67808.3040
-33906,-67807.1960
-33905,-67804.8220
-33904,-67803.9300
-33903,-67800.7360
-33902,-67798.4820
-33901,-67796.3560
-33900,-67795.9440
-33899,-67792.8360
-33898,-67790.2560
-33897,-67789.0240
-33896,-67787.3200
-33895,-67785.2120
-33894,-67783.7960
-33893,-67780.3440
-33892,-67778.7460
-33891,-67777.5580
-33890,-67774.3700
-33889,-67772.3240
-33888,-67771.6820
-33887,-67768.1780
-33886,-67766.8540
-33885,-67765.2200
-33884,-67762.8020
-33883,-67760.2720
-33882,-67758.9100
-33881,-67756.4640
-33880,-67755.5200
-33879,-67753.4280
-33878,-67750.5760
-33877,-67748.5520
-33876,-67746.2200
-33875,-67745.4320
-33874,-67742.1780
-33873,-67740.5000
-33872,-67738.2540
-33871,-67737.2400
-33870,-67734.4420
-33869,-67733.2460
-33868,-67730.0800
-33867,-67729.8260
-33866,-67726.7380
-33865,-67725.1400
-33864,-67723.5020
-33863,-67720.5140
-33862,-67718.0700
-33861,-67716.8260
-33860,-67714.1920
-33859,-67713.4420
-33858,-67710.3600
-33857,-67709.6480
-33856,-67707.3300
-33855,-67704.6160
-33854,-67703.5080
-33853,-67701.9620
-33852,-67699.4240
-33851,-67697.6040
-33850,-67694.2960
-33849,-67692.5720
-33848,-67690.3100
-33847,-67689.7480
-33846,-67687.1600
-33845,-67685.2040
-33844,-67682.9360
-33843,-67681.8220
-33842,-67678.3180
-33841,-67677.5960
-33840,-67675.4640
-33839,-67672.6880
-33838,-67671.3340
-33837,-67668.7860
-33836,-67667.5920
-33835,-67664.4500
-33834,-67663.4800
-33833,-67660.8160
-33832,-67659.6260
-33831,-67657.4500
-33830,-67654.6340
-33829,-67653.5740
-33828,-67651.9720
-33827,-67648.5300
-33826,-67647.0500
-33825,-67645.5040
-33824,-67643.6880
-33823,-67640.7100
-33822,-67638.8600
-33821,-67636.6620
-33820,-67635.2400
-33819,-67632.2960
-33818,-67631.5060
-33817,-67629.4440
-33816,-67627.0620
-33815,-67624.8300
-33814,-67622.1080
-33813,-67621.5860
-33812,-67619.2300
-33811,-67616.7260
-33810,-67615.2600
-33809,-67613.5280
-33808,-67611.1740
-33807,-67609.2580
-33806,-67606.9120
-33805,-67604.8140
-33804,-67603.4220
-33803,-67601.2420
-33802,-67599.4820
-33801,-67596.3420
-33800,-67594.0460
-33799,-67593.4060
-33798,-67591.4640
-33797,-67588.5680
-33796,-67587.2260
-33795,-67585.5140
-33794,-67583.8720
-33793,-67581.6080
-33792,-67578.4920
-33791,-67577.5520
-33790,-67575.1780
-33789,-67572.6560
-33788,-67570.9620
-33787,-67568.9640
-33786,-67567.4960
-33785,-67564.9180
-33784,-67562.6220
-33783,-67560.5440
-33782,-67558.4840
-33781,-67557.6540
-33780,-67555.6860
-33779,-67553.0140
-33778,-67551.0580
-33777,-67548.5920
-33776,-67546.6220
-33775,-67544.7120
-33774,-67543.3880
-33773,-67541.1760
-33772,-67539.3680
-33771,-67536.1140
-33770,-67534.0900
-33769,-67533.2380
-33768,-67531.0240
-33767,-67528.2040
-33766,-67527.6180
-33765,-67525.1640
-33764,-67523.2460
-33763,-67520.9700
-33762,-67519.7500
-33761,-67516.8220
-33760,-67514.7780
-33759,-67513.4760
-33758,-67511.1360
-33757,-67509.6340
-33756,-67507.2080
-33755,-67505.9320
-33754,-67503.8720
-33753,-67501.7160
-33752,-67499.7820
-33751,-67497.9280
-33750,-67495.1060
-33749,-67493.1580
-33748,-67491.8240
-33747,-67489.1080
-33746,-67486.9520
-33745,-67484.9380
-33744,-67483.3500
-33743,-67481.4680
-33742,-67479.7040
-33741,-67477.6160
-33740,-67474.1080
-33739,-67472.1720
-33738,-67471.7200
-33737,-67468.0720
-33736,-67466.6920
-33735,-67464.5560
-33734,-67463.1560
-33733,-67460.5040
-33732,-67458.0020
-33731,-67457.3500
-33730,-67454.2160
-33729,-67453.9580
